,post_text,followers,friends,favourites,statuses,retweets,label,month,year
2304,overcome depression nigella lawson wit warmth mask private torment httptcobcjgyqjf,476,1235,0,21533,0,1,4,2015
2305,overcome depression oecd australia must address obesity depression issues international business times au httptcopspkixomu,476,1235,0,21533,0,1,4,2015
2306,overcome depression one saved post office stamford ct httptcofpihjlpdq,476,1235,0,21533,0,1,4,2015
2307,overcome depression police looking missing gp elizabeth kinston pictured daughter daily mail httptcobvpxihhe,476,1235,0,21533,0,1,4,2015
2308,overcome depression sleep therapy treat depression sydney morning herald httptcoekskjhytx,476,1235,0,21533,0,1,4,2015
2309,overcome depression support personal recovery concept bipolar disorder httptcoigeqrkasrj,476,1235,0,21533,0,1,4,2015
2310,overcome depression syrian refugee children face catastrophic life exile un says guardian httptcoyavnfyoe,476,1235,0,21533,0,1,4,2015
2311,overcome depression difficulties living depression dont end illness pmlive httptcoewuhsyi,476,1235,0,21533,1,1,4,2015
2312,overcome depression acne review get rid acne fast sbwire press release httptcofkqldxxt,476,1235,0,21533,0,1,4,2015
2313,overcome depression research markets neurology devices market global industry analysis size share growt httptcohlcowxrqww,476,1235,0,21533,0,1,4,2015
2314,overcome depression roy coopers stance homosexuality come surprise rocky mount telegram httptcodawxeryfmj,476,1235,0,21533,0,1,4,2015
2315,overcome depression shattering silence elderly suicide httptcovqluyhtl,476,1235,0,21533,0,1,4,2015
2316,overcome depression sleep science partners inc chosen present innovative technology world health organiza httptcobwwadnovmt,476,1235,0,21533,0,1,4,2015
2317,overcome depression things feet say health httptcolejwvfmfh,476,1235,0,21533,0,1,4,2015
2318,overcome depression ways fight seasonal depression naturally fox news httptcotnwhekwt,476,1235,0,21533,0,1,4,2015
2319,overcome depression health benefits peppermint httptcofjucawbjvs,476,1235,0,21533,0,1,4,2015
2320,overcome depression takeaways bernanke remembered httptcondrjtuy,476,1235,0,21533,0,1,4,2015
2321,overcome depression depression children signs symptoms triggers treatment children toronto ne httptcowdwjevb,476,1235,0,21533,0,1,4,2015
2322,overcome depression trapped never ending menopause women misery ampthe changeamp la httptcoaxeyahz,476,1235,0,21533,0,1,4,2015
2323,overcome depression two gunshots summer night httptcoahbbcayba,476,1235,0,21533,0,1,4,2015
2324,overcome depression really happened margaret mary vojtko duquesne adjunct whose slate magazine httptcohuhmsrm,476,1235,0,21533,0,1,4,2015
2325,overcome depression anxiety news httptcoqwlfvag,476,1235,0,21533,0,1,4,2015
2326,overcome depression anxiety news httptcoqwlfvag,476,1235,0,21533,0,1,4,2015
2327,overcome depression ask pharmacist list drugs approved httptcocijgkfhlz,476,1235,0,21533,0,1,4,2015
2328,overcome depression banish tinnitus review cope ringing ears healthreviewcenter httptcobtkrknwwc,476,1235,0,21533,0,1,4,2015
2329,overcome depression cdc diagnoses adhd rise wheeling intelligencer httptcopaaemqfkb,476,1235,0,21533,0,1,4,2015
2330,overcome depression daughter nyc mayorelect de blasio details depression past drug use httptcomuuqhsoz,476,1235,0,21533,0,1,4,2015
2331,overcome depression harvard yoga scientists seek proof meditation benefit waterbury republican american httptcomgupsqqsh,476,1235,0,21533,0,1,4,2015
2332,overcome depression ampmost heartbreaking thing india kids working streetsamp httptcozemxbwxjm,476,1235,0,21533,0,1,4,2015
2333,overcome depression holiday safety means securing peace mind httptcopogiqfps httptcowbxfcwc,476,1235,0,21533,0,1,4,2015
2334,overcome depression advice perfectionists httptcopsmqnqesn,476,1235,0,21533,0,1,4,2015
2335,overcome depression antidepressants last resort choice among pregnant women medscape httptcodoygsr,476,1235,0,21533,0,1,4,2015
2336,overcome depression fda approves new treatment rosacea httptconfpcskbk,476,1235,0,21533,0,1,4,2015
2337,overcome depression vermontbased orchestra mentally ill acceptance means perfection httptcogrdjvchd,476,1235,0,21533,0,1,4,2015
2338,overcome depression getting ready postholiday blues httptcocloguhpnp,476,1235,0,21533,0,1,4,2015
2339,overcome depression grade winners fosters daily democrat httptcoteaust,476,1235,0,21533,0,1,4,2015
2340,overcome depression gupta real issue httptcoygurgpjz,476,1235,0,21533,0,1,4,2015
2341,overcome depression mental patients bused ï½ crime followed anchorage daily news httptcoqrfjvofw,476,1235,0,21533,0,1,4,2015
2342,overcome depression multiple hazards health environment httptcosqitzrohb,476,1235,0,21533,0,1,4,2015
2343,overcome depression everything need know popcorn afraid find httptcotngfzzez,476,1235,0,21533,0,1,4,2015
2344,overcome depression exercise really best medicine scitech today httptcoklokmvxy,476,1235,0,21533,0,1,4,2015
2345,overcome depression family crippled depression httptcowqawyct,476,1235,0,21533,0,1,4,2015
2346,overcome depression inmates face riot hearing httptcovjxmaqtqh,476,1235,0,21533,0,1,4,2015
2347,overcome depression keeping dementia bay column usa today httptcookobcauzk,476,1235,0,21533,0,1,4,2015
2348,overcome depression making sad sense child abuse httptcoanwoiscrtm,476,1235,0,21533,0,1,4,2015
2349,overcome depression massage heights coo shane evans appear cbsamps ampquotundercover bossampquot friday httptcoltdicfqc,476,1235,0,21533,0,1,4,2015
2350,overcome depression mental physical health taosnews httptcordomlil,476,1235,0,21533,0,1,4,2015
2351,overcome depression cigarette smoking cessation items pose simply serious coronary heart risks research ind httptcoxfqqzet,476,1235,0,21533,0,1,4,2015
2352,overcome depression speaking point makes consuming much huddersfield examiner httptcoumngnqfu,476,1235,0,21533,0,1,4,2015
2353,overcome depression wish within energy medicine httptcobjyxyjmtb,476,1235,0,21533,0,1,4,2015
2354,overcome depression overcome depression pregnancy tips informationanalytic agency newsam httptcotlhpmkqm,476,1235,0,21533,0,1,4,2015
2355,overcome depression overmedicated kid isnt adhd big pharmas attention obsession puts children httptcopqlxdtvsap,476,1235,0,21533,0,1,4,2015
2356,overcome depression overweight heart problems analyzed wmky httptcokbbvwdlt,476,1235,0,21533,0,1,4,2015
2357,overcome depression raising child new months resolutions doncaster today httptcosghhplxv,476,1235,0,21533,0,1,4,2015
2358,overcome depression research archives httptcoumkmdbvd,476,1235,0,21533,0,1,4,2015
2359,overcome depression selfcare coronary heart health pharmacy times httptcougldgtqg,476,1235,0,21533,0,1,4,2015
2360,overcome depression deficiency might cause depressive disorders httptcoqpmlbzzqox,476,1235,0,21533,0,1,4,2015
2361,overcome depression tis season become amphellip unfortunate marshall independent httptcopmcgiqrs,476,1235,0,21533,0,1,4,2015
2362,overcome depressive disorders treating depressive disorders fails invert cognitive loss bipolar support gro httptcocgfxwwdts,476,1235,0,21533,0,1,4,2015
2363,overcome depressive disorders two brand new elmore leonard stories released particular courierjournal httptcotwtipqyhx,476,1235,0,21533,0,1,4,2015
2364,overcome depressive disorders vitamin supplementation promising therapy pain depressive diso httptcollzmkip,476,1235,0,21533,0,1,4,2015
2365,overcome depressive disorders nfl concussions httptcopoibcxow,476,1235,0,21533,0,1,4,2015
2366,overcome depression amp personalized benefit indexamp brand new decisionmaking tool httptcondaoikqot,476,1235,0,21533,0,1,4,2015
2367,overcome depression alameda ampquot part showampquot visiting altarena playhouse httptcovzccicmhop,476,1235,0,21533,0,1,4,2015
2368,overcome depression tn voices prevent emotional problems vacation season httptcozipmwiohbz,476,1235,0,21533,0,1,4,2015
2369,overcome depressive disorders inexpensive care take action precautionary health services httptcognkceshivn,476,1235,0,21533,0,1,4,2015
2370,overcome depression amp tis growing season depression httptcoexuhqlql,476,1235,0,21533,0,1,4,2015
2371,overcome depression four quick methods helping somebody depressive disorders psychcentral com blog httptcojqpqnkwd,476,1235,0,21533,0,1,4,2015
2372,overcome depression five important great stop disregarding psychological health huffington post httptcoknyfkczy,476,1235,0,21533,0,1,4,2015
2373,overcome depression five naturally calming scents httptcounambzla,476,1235,0,21533,0,1,4,2015
2374,overcome depressive disorders tasty healthful egg breakfasts try nowadays huffington post httptcoxnhukoll,476,1235,0,21533,0,1,4,2015
2375,overcome depressive disorders session plan particular coming months bluefield daily telegraph httptcosflaahlg,476,1235,0,21533,0,1,4,2015
2376,overcome depression cochlear highlights ways therapy listening loss transform sacramento httptcouatuagwzs,476,1235,0,21533,0,1,4,2015
2377,overcome depression winter season blues ways enhance mood plus energy httptcoomfzbdhqr,476,1235,0,21533,0,1,4,2015
2378,overcome depressive disorders winter pores skin annoyances solved httptcoixemoixby,476,1235,0,21533,0,1,4,2015
2379,overcome depression healthy local community try possess holly jolly holiday victoria advocate httptcotaotjcb,476,1235,0,21533,0,1,4,2015
2380,overcome depressive disorders beating wintertime blues seasonal affective disorder httptcoiobykahtmg,476,1235,0,21533,0,1,4,2015
2381,overcome depressive disorders black canine video reveals truth depressive disorders video httptcolucwwyjab,476,1235,0,21533,0,1,4,2015
2382,overcome depressive disorders bodylogicmd announces bioidentical body hormone therapy seminar httptcoxpxznrzv,476,1235,0,21533,0,1,4,2015
2383,overcome depression canadaamp olympians exempt depressive disorders stress even success httptcoxaegev,476,1235,0,21533,0,1,4,2015
2384,overcome depression charles lane high speed rail heading nowhere quick particular daily telegram httptcoamsyvkjxdh,476,1235,0,21533,0,1,4,2015
2385,overcome depressive disorders adhd plus drugs dealing illness hiding trouble improving performance des httptcofpsbqhpsh,476,1235,0,21533,0,1,4,2015
2386,overcome depression scheduled appointment doctor iboga tico times httptconmrmdxwpdn,476,1235,0,21533,0,1,4,2015
2387,overcome depression scheduled appointment doctor iboga hallucinogenic health tico times httptcovjqhmmrfra,476,1235,0,21533,0,1,4,2015
2388,overcome depression ariel sharon isracast httptcouplhmkdpis,476,1235,0,21533,0,1,4,2015
2389,overcome depression ocean swell sets surf issues devon cornwall bbc news httptcorpaad,476,1235,0,21533,0,1,4,2015
2390,nanny asks tell parents ive diagnosed clinical depression working great httptconatypifhw,2338,175,343,6010,1,1,2,2015
2391,nanny asks much gas reimbursement get keep track miles mom boss asked httptcocwpuiuzh,2338,175,343,6010,1,1,2,2015
2392,nanny asks ever found employers compromising position livein nanny httptcoqfhgsvab,2338,175,343,6010,0,1,2,2015
2393,nanny asks would stay nanny job like offers benefits look job httptcoagopzkoj,2338,175,343,6010,1,1,2,2015
2394,nanny asks stay healthy cold flu season nanny two different families try httptcopakiduqre,2338,175,343,6010,0,1,2,2015
2395,nanny asks ever felt like dont get credit hard work working nanny never httptcobphvlimoaj,2338,175,343,6010,0,1,2,2015
2396,nanny asks need ideas keep yearold busy school holidays winter care yearold httptcoviynntsuc,2338,175,343,6010,1,1,2,2015
2397,nanny asks paid sick days im sure ask,2338,175,343,6010,0,1,2,2015
2398,nanny asks ideas get two sisters stop fighting care kids blended family httptcoikwmzlsq,2338,175,343,6010,0,1,2,2015
2399,click like tgif,2338,175,343,6010,0,1,2,2015
2400,prefer working parents work outside home least one stayathome parent httptcodtxyhdwjg,2338,175,343,6010,1,1,2,2015
2401,nanny asks ive always filled w im starting parttime job two days week parents httptcozcuums,2338,175,343,6010,0,1,2,2015
2402,nanny asks people actually take kids coats putting car seats see nanny httptcoecovhlgh,2338,175,343,6010,0,1,2,2015
2403,nanny asks ever hidden bathroom eat something dont want kids see mom httptcomdgphu,2338,175,343,6010,0,1,2,2015
2404,nanny asks fired notice parents refuse pay severance agreed upon work httptcorbezazqex,2338,175,343,6010,0,1,2,2015
2405,nanny asks employers pay go jury duty never thought discuss httptcohnguvmpi,2338,175,343,6010,0,1,2,2015
2406,nanny asks advice bringing newborn work care twin yearolds httptcoocfcuibt,2338,175,343,6010,0,1,2,2015
2407,nanny asks help child focus one charges cant seem focus tasks given httptcotmbvrzxri,2338,175,343,6010,0,1,2,2015
2408,working today paid day presidents day,2338,175,343,6010,0,1,2,2015
2409,nanny asks sign first nanny contract make sure include,2338,175,343,6010,0,1,2,2015
2410,love sundays,2338,175,343,6010,0,1,2,2015
2411,anyone babysitting tonight,2338,175,343,6010,0,1,2,2015
2412,whats worst accident child ever care,2338,175,343,6010,0,1,2,2015
2413,valentines day,2338,175,343,6010,0,1,2,2015
2414,nanny asks employers told dont nanny cams found feel like httptcomkutyvtx,2338,175,343,6010,0,1,2,2015
2415,nanny asks tips yearold meltdown mother goes town httptcoytwgvagiq,2338,175,343,6010,0,1,2,2015
2416,kids valentines day ideas dont cost dime httptcoyhxwrvnyv,2338,175,343,6010,1,1,2,2015
2417,nanny asks would accept nanny job offers less money another job felt family httptcobcedbmgw,2338,175,343,6010,0,1,2,2015
2418,nanny ask mom boss doesnt feed toddler enough food mom boss thinks httptcoaxnozbcu,2338,175,343,6010,0,1,2,2015
2419,nanny asks know interesting way get montholds play tummies nanny httptconvlsuurm,2338,175,343,6010,0,1,2,2015
2420,nanny asks would ever consider working fulltime family member,2338,175,343,6010,0,1,2,2015
2421,nanny asks ever cared child hand mouth foot disease monthold coxsackie httptcokptlyvyc,2338,175,343,6010,0,1,2,2015
2422,nanny asks parent wants force feed child boss thinks monthold httptcoxyophhros,2338,175,343,6010,0,1,2,2015
2423,nanny asks shoukd ask paid teaching kids piano love playing piano never trained httptcokoinusrjfa,2338,175,343,6010,0,1,2,2015
2424,nanny asks quit nanny family doesnt care safety im months pregnant httptcozgixci,2338,175,343,6010,0,1,2,2015
2425,nanny asks ever cared child separation anxiety care monthold prefers httptcobjtpfec,2338,175,343,6010,0,1,2,2015
2426,nanny asks anyone getting adult measles vaccine measles showing areas,2338,175,343,6010,0,1,2,2015
2427,nanny asks anyone wear scrubs work wear set top bottom pair,2338,175,343,6010,0,1,2,2015
2428,parent asks allowed watch tv work week,2338,175,343,6010,0,1,2,2015
2429,nanny asks started new nanny job mother confided losing baby weeks pregnancy httptcovuvmteq,2338,175,343,6010,0,1,2,2015
2430,nanny asks go charges birthday party help get paid,2338,175,343,6010,0,1,2,2015
2431,nanny asks getting kids care valentines gifts,2338,175,343,6010,0,1,2,2015
2432,nanny asks death nanny family work working many hours httptcoqhmrtbqu,2338,175,343,6010,0,1,2,2015
2433,nanny asks bring getting paid nanny family newborn im nanny year old httptcobnwzpctuf,2338,175,343,6010,1,1,2,2015
2434,nanny asks employer hasnt given tax forms law employer supposed httptcofdeebzcc,2338,175,343,6010,0,1,2,2015
2435,nanny asks get taxes done hate get charged someone httptcomgfvwzzty,2338,175,343,6010,0,1,2,2015
2436,nanny asks ever worked family different culture american working httptcoopjdztttrr,2338,175,343,6010,0,1,2,2015
2437,nanny asks work day weekend night paid cash employer httptcobyizqjpwa,2338,175,343,6010,0,1,2,2015
2438,nanny asks nanny friend constantly vents resents employers always httptcodjtogkivd,2338,175,343,6010,0,1,2,2015
2439,nanny asks craziest request ever got nanny family,2338,175,343,6010,0,1,2,2015
2440,parent asks whats best compliment ever got parent employer,2338,175,343,6010,0,1,2,2015
2441,work hours per day days per week point start working overtime,2338,175,343,6010,0,1,2,2015
2442,child temper tantrum public,2338,175,343,6010,0,1,2,2015
2443,nanny asks would move another state family work current family httptcolygnpr,2338,175,343,6010,0,1,2,2015
2444,nanny asks go work dangerous drive snow got foot snow schools httptcoobdgrfcq,2338,175,343,6010,0,1,2,2015
2445,patriots seahawks dont care,2338,175,343,6010,0,1,2,2015
2446,parent asks work daily hourly rate get one hour study day kids nap httptcoewmwvsgmhx,2338,175,343,6010,0,1,2,2015
2447,parent asks pay nanny sleeps stay safe snowstorm,2338,175,343,6010,0,1,1,2015
2448,nanny asks going vacation nanny family summer allowed wear two piece bathing httptcoeszpcauhoe,2338,175,343,6010,0,1,1,2015
2449,nanny asks think nannies wear work attire wear working infants httptcoanrmijrl,2338,175,343,6010,0,1,1,2015
2450,love working nanny,2338,175,343,6010,0,1,1,2015
2451,nanny asks would work family doesnt vaccinate kids got chicken pox last year httptcoyrtszigt,2338,175,343,6010,0,1,1,2015
2452,nanny asks good tips help soothe colicky weekold twins,2338,175,343,6010,0,1,1,2015
2453,nanny asks leaving job sure appropriate get little something show httptcogprokyxmc,2338,175,343,6010,0,1,1,2015
2454,parent asks work kids sick new nanny wont come work daughter threw httptcoeppvsgveb,2338,175,343,6010,0,1,1,2015
2455,nanny asks yearold charge hitting kids daycare lot sweet girl httptcogwbhjirt,2338,175,343,6010,0,1,1,2015
2456,nanny asks thoughts kids twoyearsold watching tv shows like baby genius,2338,175,343,6010,0,1,1,2015
2457,anybody taking snow day east coast blizzard,2338,175,343,6010,0,1,1,2015
2458,nanny asks paid cant come snow day,2338,175,343,6010,0,1,1,2015
2459,nanny asks keep working vacation family go asking httptcooliqprokd,2338,175,343,6010,0,1,1,2015
2460,nanny asks ever asked raise go,2338,175,343,6010,0,1,1,2015
2461,therock heard u talk depression u ot well diagnosed depressiion friend direct message angie butler,157,1232,3142,3268,0,1,4,2016
2462,realkurtangle loser unemployable depression friend mom going soon way make proud bye angie,157,1232,3142,3268,0,1,4,2016
2463,jaguars u lucky u got jobs unemployable never gonna make mom proud going soon depression angie,157,1232,3142,3268,0,1,4,2016
2464,realkurtangle u great talented man love singing make career well blessed dayangie,157,1232,3142,3268,0,1,4,2016
2465,realkurtangle wonder u still got gold medal must made u feel blessedangie,157,1232,3142,3268,0,1,4,2016
2466,realkurtangle would u friend u would culd tweet u direct messagewonder wuld ever meet u blessings angie,157,1232,3142,3268,0,1,4,2016
2467,bookertx u earth ur wifego mit well blessed dayangie aka granny,157,1232,3142,3268,0,1,4,2016
2468,realkurtangle u like real person blessed dayangie,157,1232,3142,3268,0,1,4,2016
2469,testifydvon wondering u real godblessangie,157,1232,3142,3268,0,1,4,2016
2470,thelethaljay question u would u friend twitter facebook blessed dayangie,157,1232,3142,3268,0,1,4,2016
2471,plentyoffish u need ask cops told u ur harrassment onlinegot message never,157,1232,3142,3268,0,1,4,2016
2472,plentyoffish tried deleting profile account u wont let u gotta tried nice got nowhere,157,1232,3142,3268,0,1,4,2016
2473,plentyoffish u people told u delete account u keep harrassing looneygrannygmailcom delete profile,157,1232,3142,3268,0,1,4,2016
2474,scottsteiner u sir look scary show u great respect sir u one greats blessed day angie,157,1232,3142,3268,0,1,4,2016
2475,ahurns u lucky u dont hurt nothin u know u goin u must special u got everyting u need wantin nothin,157,1232,3142,3268,0,1,4,2016
2476,jaxjaguars_news sometimes u wonder blessing lesson,157,1232,3142,3268,0,1,4,2016
2477,tagged support non existent return tweet suing harrassment last final tweet good bye,157,1232,3142,3268,0,1,4,2016
2478,tagged ur support team sucks tell people join tagged harrassment abuse u need talk,157,1232,3142,3268,0,1,4,2016
2479,tagged well u people finally got message deleleted profile cuz willing sue harrassment,157,1232,3142,3268,0,1,4,2016
2480,tagged ur people httpstcojvkfbnxe gotta stop people may contacted harassment ok angie butler,157,1232,3142,3268,0,1,4,2016
2481,tagged ur entertainment website harrassing good iam survivor domestic violence ur company scaring,157,1232,3142,3268,0,1,4,2016
2482,tagged tagged entertainment needs stop sending email harrassing email address angie butler,157,1232,3142,3268,0,1,4,2016
2483,armytimes may god family prayers go angie,157,1232,3142,3268,0,1,4,2016
2484,michellemalkin wow va needs get asses gear prevent another tragedy like happening,157,1232,3142,3268,0,1,3,2016
2485,deanambrosenet heymanhustle r u real dont believe u mr scripted calling sir angie,157,1232,3142,3268,0,1,3,2016
2486,thee_ar good say see true cuz u someone special angie butler,157,1232,3142,3268,0,1,3,2016
2487,badoo u computer talk someone wondering soo confusing simple minded person angela butler,157,1232,3142,3268,0,1,3,2016
2488,badoo site cost money could angela butler,157,1232,3142,3268,0,1,3,2016
2489,rt thee_ar another day another horrible flying experience currently stranded atlanta every hotel within miles booked,157,1232,3142,3268,16,1,3,2016
2490,dawkosgames feel diagnosed moderate severe depression friday since hard,2,12,293,24,0,1,11,2015
2491,kidswproblems eat chicken beaks smell gorillas foot,2,12,293,24,0,1,11,2015
2492,rt callofdutyuncut youre reading likely make win future make sure stay around amp stay retweeting,2,12,293,24,88,1,11,2015
2493,rt callofdutyuncut looks like make treyarch logo using layers blackops httpstcobikicmmq,2,12,293,24,31,1,11,2015
2494,dallas da susan hawk town hall meeting personal struggle mental illness diagnosed depression,3185,1447,1250,5186,2,1,4,2016
2495,dallas da susan hawk holding first bilingual town hall meeting st pius x catholic church httpstcorztowfnwtf,3185,1447,1250,5186,4,1,4,2016
2496,crosses placed memory dumped dogs along dowdy ferry road httpstcokgcwal,3185,1447,1250,5186,4,1,4,2016
2497,crosses placed along dowdy ferry rd dallas dead animals dumped since august httpstcocwhzsrbbj,3185,1447,1250,5186,11,1,4,2016
2498,small group bair protesting south dallas mosque met much larger group supporting mosque httpstcojssuihlth,3185,1447,1250,5186,9,1,4,2016
2499,supporters nation islam mosque south dallas anticipating planned protest mosque httpstcoefqsiu,3185,1447,1250,5186,14,1,4,2016
2500,rowlett pd looking man shot jogger throat pellet gun httpstcobfuwucfow,3185,1447,1250,5186,5,1,4,2016
2501,rt jdmiles breaking missing frisco woman found dead car kids alive unharmed taken hospital httpst,3185,1447,1250,5186,19,1,4,2016
2502,severe weather denton co spotted interesting looking cloud ufo httpstcoyjlfihhqg,3185,1447,1250,5186,3,1,3,2016
2503,rt friscopd frisco police seek help locating missing person amp children httpstcorlvoxfc,3185,1447,1250,5186,40,1,3,2016
2504,chipotle sell hamburgers httpstcoynonxfn,3185,1447,1250,5186,0,1,3,2016
2505,potential weather delays tonight dfw airport httpstcordsjcjdpge,3185,1447,1250,5186,3,1,3,2016
2506,sevenyearold girl jumps stolen car cbs dallas fort worth httpstcoubumgdq,3185,1447,1250,5186,1,1,3,2016
2507,yrold dallas girl jumped moms stolen car thief driving away hear story httpstcoruzmf,3185,1447,1250,5186,3,1,3,2016
2508,dallas mom counting blessings car thief drives w yrold daughter inside story httpstcorivwbajl,3185,1447,1250,5186,1,1,3,2016
2509,oak cliff mom thankful yrold daughter safe car stole inside story httpstcoldibxuans,3185,1447,1250,5186,0,1,3,2016
2510,yrold n texas woman shoots home intruder burglars beat runs bullets httpstcotbyitdyr,3185,1447,1250,5186,10,1,3,2016
2511,rt cbsdoug whats like homeowner situation defend home tells us pm httpstc,3185,1447,1250,5186,6,1,3,2016
2512,police arrest two terrell men burglary yrold woman homeowner shot one smiling httpstcocorrpnviw,3185,1447,1250,5186,12,1,3,2016
2513,im glad able defend said yrold terrell woman shot pair home intruders hear cbs,3185,1447,1250,5186,5,1,3,2016
2514,timciesconbc heres good news need change colors final four blue definitely orange work beatunc,3185,1447,1250,5186,0,1,3,2016
2515,timciesconbc unbelievable game virginia far better team min cant recall game flipped fast,3185,1447,1250,5186,0,1,3,2016
2516,cbsmireya sounds like someone living la long large texas tbone steak cure thinking,3185,1447,1250,5186,0,1,3,2016
2517,video five teenagers arrested connection armed robbery chase dallas story min cbs httpstcoheohcmije,3185,1447,1250,5186,0,1,3,2016
2518,rt syrbasketball boeheim players feel good win fans ive seen enough things im hap,3185,1447,1250,5186,71,1,3,2016
2519,see boeheim smile every awhile finalfour httpstcofjtvhxrwwq,3185,1447,1250,5186,2,1,3,2016
2520,cbsjasonallen syracuse making final four along heart gocuse,3185,1447,1250,5186,0,1,3,2016
2521,ive never prouder team years coaching coach boehiem syracuse,3185,1447,1250,5186,0,1,3,2016
2522,bubble final four syracuse marchmadness,3185,1447,1250,5186,0,1,3,2016
2523,come orange seconds houston marchmadness syracuse,3185,1447,1250,5186,0,1,3,2016
2524,teens arrested connection armed robbery police chase dallas neighborhood story httpstcoeokcgxxen,3185,1447,1250,5186,2,1,3,2016
2525,fort worth family thankful neighbors helped find disabled daughter amp suspected kidnapper httpstcogpjyejrru,3185,1447,1250,5186,2,1,3,2016
2526,coach_hopkins keep rolling coach great seeing guys playing relentless defense proudorange,3185,1447,1250,5186,0,1,3,2016
2527,timciesconbc syracuse north carolina right goorange,3185,1447,1250,5186,0,1,3,2016
2528,rt marchmadness tyler lydon joins hakim warrick syracuse block lore marchmadness httpstcozwzpva,3185,1447,1250,5186,598,1,3,2016
2529,come cuse game marchmadness,3185,1447,1250,5186,0,1,3,2016
2530,part denairport evacuated several suspicious packages investigated httpstcovgqpotxk,3185,1447,1250,5186,1,1,3,2016
2531,aviation security expert says brussels terrorist suspects likely concealed bomb trigger gloves httpstcoemtn,3185,1447,1250,5186,5,1,3,2016
2532,rt cbsthismorning photos three mormon missionaries utah wounded brussels terror attacks airport htt,3185,1447,1250,5186,266,1,3,2016
2533,dallas housing committee takes step crackdown slumlords housing codes havent updated decades httpstcohuqhnqoedk,3185,1447,1250,5186,0,1,3,2016
2534,dallas housing committee considering tougher housing codes inspections rules addressing bedbugs mold air conditioning,3185,1447,1250,5186,0,1,3,2016
2535,bizarre kidnapping commercial building farmers branch ends police bust doors amp rescue woman httpstconbexpcrou,3185,1447,1250,5186,1,1,3,2016
2536,bubble sweet gocuse,3185,1447,1250,5186,0,1,3,2016
2537,kris_a_beast trying talk family friends shooting jabri sweeney,3185,1447,1250,5186,0,1,3,2016
2538,kris_a_beast could direct message working story last nights shooting condolences friends,3185,1447,1250,5186,0,1,3,2016
2539,ceewaterfalls could direct message working story last nights shooting condolences friend jabri,3185,1447,1250,5186,0,1,3,2016
2540,normaajean_ could direct message working story last nights shooting condolences friend jabri,3185,1447,1250,5186,0,1,3,2016
2541,_chiefkia direct message working story happened morning condolences friend,3185,1447,1250,5186,0,1,3,2016
2542,record number upsets firstround marchmadness httpstcowpujynl,3185,1447,1250,5186,0,1,3,2016
2543,rt marchmadness paul jesperson half court marchmadness httpstcokizwmsque,3185,1447,1250,5186,11660,1,3,2016
2544,wow think called bank shot well marchmadness northerniowa,3185,1447,1250,5186,0,1,3,2016
2545,new radar provide quicker detailed tornado warning east dallas co txwx dfwwx httpstcooncbbotwd,3185,1447,1250,5186,0,1,3,2016
2546,rt sethdavishoops want find best leagues lets make everything best want fun watch marc,3185,1447,1250,5186,158,1,3,2016
2547,bracket busted couldnt excited syracuse win middle tenn state away sweet goorange,3185,1447,1250,5186,0,1,3,2016
2548,breaking farmers branch police officer ken johnson arrest murder yrold jose cruz offduty httpstcodagzdvcv,3185,1447,1250,5186,1,1,3,2016
2549,police chiefs meet family teen shot offduty officer cbs dallas fort worth httpstcodmdbsxhz,3185,1447,1250,5186,2,1,3,2016
2550,family jose cruz says pictures offduty farmers branch officer shooting two teens car httpstcohwerjwjpw,3185,1447,1250,5186,40,1,3,2016
2551,scottibeckwith jdmiles investigators wont say time family says,3185,1447,1250,5186,0,1,3,2016
2552,family jose cruz says witness picture shows offduty officer shooting teens car httpstcookogvubxfq,3185,1447,1250,5186,4,1,3,2016
2553,jose cruzs girlfriend speaking first time shoot httpstcotwfcksol,3185,1447,1250,5186,5,1,3,2016
2554,farmers branch officer ken johnson expected provide investigators written statement end day httpstcogwjjyytx,3185,1447,1250,5186,1,1,3,2016
2555,farmers branch police chief department policy allow offduty officers pursue suspects personal vehicles,3185,1447,1250,5186,2,1,3,2016
2556,addison pd chief address facts case,3185,1447,1250,5186,1,1,3,2016
2557,addison police chief investigators asking witnesses sundays offduty officer involved shooting come forward httpstcoqugtornzn,3185,1447,1250,5186,1,1,3,2016
2558,farmers branch police chief rush investigation offduty officer shot killed yrold httpstcoxblbmwo,3185,1447,1250,5186,4,1,3,2016
2559,farmers branch pd chief meeting family yrold jose cruz shot offduty officer httpstcoljpjhfhfrm,3185,1447,1250,5186,1,1,3,2016
2560,rt cbsjoel family yo killed farmersbranch officer way speak police chief cbsdfw,3185,1447,1250,5186,4,1,3,2016
2561,rt jdmiles addison pd protesters tonight demand answers duty farmers branch officer kills teen suspect cbs p httpstc,3185,1447,1250,5186,6,1,3,2016
2562,friends jose cruz demanding meeting addison police chief wanting bring justice jose httpstcombxobaw,3185,1447,1250,5186,3,1,3,2016
2563,friends yrold jose cruz killed offduty police officer gathering bachman lake httpstcoqylcsuvhx,3185,1447,1250,5186,5,1,3,2016
2564,liithurmanator hopefully well find,3185,1447,1250,5186,0,1,3,2016
2565,watchkeep weve asked two convenient stores nearby cameras said anything pd told release,3185,1447,1250,5186,1,1,3,2016
2566,friends yrold jose cruz say didnt deserve die cruz shot offduty farmers branch officer httpstcokjabajjpq,3185,1447,1250,5186,1,1,3,2016
